,label,x,y
4939,cat,"[12 36 67 ..., 84 53 35]",2
4940,cat,"[ 36  98  90 ..., -99 -69 -85]",2
4941,cat,"[ -24   55 -111 ..., -225 -100 -234]",2
4942,cat,"[ 13  17  21 ..., -30 -27 -26]",2
4943,cat,"[ 3  8 19 ..., 27 23 18]",2
4944,cat,"[ -1   5  12 ..., -13  -8  -7]",2
4945,cat,"[-1051 -2124 -3142 ...,  2738  2639  2299]",2
4946,cat,"[ 0  3  2 ..., -5 -6  1]",2
4947,cat,"[-16 -22 -38 ...,  41  20  44]",2
4948,cat,"[-9 -9  8 ..., 72 65 39]",2
4949,cat,"[-61   4   1 ..., -23  -9   2]",2
4950,cat,"[-35 -87 -84 ..., -59 -64 -91]",2
4951,cat,"[1 2 2 ..., 2 2 1]",2
4952,cat,"[ 0 -1  0 ...,  4  2  1]",2
4953,cat,"[-22 -34 -34 ..., -44 -45 -39]",2
4954,cat,"[ 1 -3 -4 ...,  8  9  9]",2
4955,cat,"[ -1   0   2 ..., -11  -8 -13]",2
4956,cat,"[120 186 156 ..., 315 262 248]",2
4957,cat,"[ 26 122  68 ..., 201 293 311]",2
4958,cat,"[ 678  676  652 ..., -821 -765 -743]",2
4959,cat,"[ 520  628  708 ..., -608 -630 -653]",2
4960,cat,"[ 224  251  201 ..., -442 -419 -326]",2
4961,cat,"[-42 -41 -73 ..., 113  95  69]",2
4962,cat,"[ 16  41  47 ..., -23 -28 -25]",2
4963,cat,"[ -88  -82  -96 ..., -111 -145 -153]",2
4964,cat,"[ 4  6  3 ..., -4 -6  1]",2
4965,cat,"[ 19  19  20 ..., -89 -69 -30]",2
4966,cat,"[ -4  -5  -8 ..., -17 -17 -14]",2
4967,cat,"[ -5 -34 -12 ...,  37  32  50]",2
4968,cat,"[  66   54   28 ...,   49  -19 -119]",2
4969,cat,"[192 209 163 ..., 206 183 142]",2
4970,cat,"[   6   53  -51 ...,  -34 -109  -95]",2
4971,cat,"[ 1  3  1 ...,  0 -7 -8]",2
4972,cat,"[-6 -8 -3 ..., 18 22 10]",2
4973,cat,"[-32 -43 -42 ...,  57  48  41]",2
4974,cat,"[ 6  9 10 ..., -7 -2 -4]",2
4975,cat,"[  2  -7 -21 ...,  -1   3  12]",2
4976,cat,"[-9 11 -2 ..., 71 64 34]",2
4977,cat,"[-101 -227 -258 ...,  207  289  261]",2
4978,cat,"[2 2 2 ..., 2 2 2]",2
4979,cat,"[-171 -230 -309 ...,  249 -167   92]",2
4980,cat,"[   7  -45 -101 ...,  225  293  254]",2
4981,cat,"[ 114  115  113 ..., -112 -113 -113]",2
4982,cat,"[ 202  210  207 ..., -206 -204 -207]",2
4983,cat,"[198 337 413 ..., 398 348 300]",2
4984,cat,"[-267 -373 -474 ...,  913  720  511]",2
4985,cat,"[-3 -8 10 ...,  8 -3 -8]",2
4986,cat,"[-22  53 -51 ..., -70  35  95]",2
4987,cat,"[-1 22 -7 ..., 25 25 24]",2
4988,cat,"[ 22  35  17 ...,  25   2 -24]",2
4989,cat,"[ -5 -10  -9 ..., -14 -14 -11]",2
4990,cat,"[ -1 -10 -11 ..., -13 -10 -11]",2
4991,cat,"[ -1  -5  -6 ..., -10  -9  -9]",2
4992,cat,"[ -404  -590  -741 ..., -1197 -1086  -807]",2
4993,cat,"[  11  -79  -49 ..., -102  -90  -86]",2
4994,cat,"[0 0 0 ..., 1 1 1]",2
4995,cat,"[-131 -246 -213 ...,  108  110   98]",2
4996,cat,"[   0    0   -1 ..., -582 -555 -603]",2
4997,cat,"[  3 -10  17 ...,   7 -13 -27]",2
4998,cat,"[ -5 -26 -16 ...,  24  14 -13]",2
4999,cat,"[ 0  0  0 ...,  1  2 -3]",2
5000,cat,"[ 4  4  6 ..., -4 -5 -6]",2
5001,cat,"[-1 -1 -1 ...,  0  0  0]",2
5002,cat,"[ -63  -83  -80 ..., -118  -86  -77]",2
5003,cat,"[-46 -53 -58 ..., -38 -44 -49]",2
5004,cat,"[  1  15  34 ..., -49   6  62]",2
5005,cat,"[-15 -11  -9 ...,  27  32  19]",2
5006,cat,"[  5   2   0 ...,  -3 -21  -2]",2
5007,cat,"[ 7  7  7 ..., 19 20 18]",2
5008,cat,"[  0   0  -4 ..., -14 -11 -20]",2
5009,cat,"[-1  3 -1 ...,  2 -3  4]",2
5010,cat,"[2717 2836 2842 ..., 2974 2900 2897]",2
5011,cat,"[1452 2556 2156 ..., 2370 2561 2551]",2
5012,cat,"[  73   97  103 ..., -102  -93  -91]",2
5013,cat,"[-2  8 11 ..., -1  3 -4]",2
5014,cat,"[-3 -7 -5 ...,  6 -1  1]",2
5015,cat,"[-3 -6 -8 ..., 13  8  8]",2
5016,cat,"[ -20  -73 -164 ...,  113  148  148]",2
5017,cat,"[-353 -372 -379 ...,  569  559  506]",2
5018,cat,"[ -3   3 -11 ...,  19  16  15]",2
5019,cat,"[ -8 -14 -12 ...,  18   9   0]",2
5020,cat,"[ 22  32   8 ...,  60 114  83]",2
5021,cat,"[ 12  24  11 ..., -12 -27 -33]",2
5022,cat,"[121 183 149 ...,  85 155 174]",2
5023,cat,"[  -2   47   22 ..., -242 -217 -137]",2
5024,cat,"[-127 -204 -273 ..., -351 -332 -302]",2
5025,cat,"[ 0 -1 -1 ...,  2  2  3]",2
5026,cat,"[-442 -631 -497 ...,   23   19   23]",2
5027,cat,"[ -43  102  207 ..., -230 -180 -121]",2
5028,cat,"[-298 -350 -350 ..., -383 -365 -364]",2
5029,cat,"[285 286 284 ..., 377 407 314]",2
5030,cat,"[ 431  465  445 ...,  744 -927  634]",2
5031,cat,"[-14 -41 -43 ...,  33  27  19]",2
5032,cat,"[154 239 208 ..., 128 182 199]",2
5033,cat,"[ 18  52  70 ..., 147 122  55]",2
5034,cat,"[-34 -35 -41 ..., -36 -40 -34]",2
5035,cat,"[  8  28 101 ...,  49  44  20]",2
5036,cat,"[0 0 0 ..., 0 0 0]",2
5037,cat,"[0 0 0 ..., 1 1 1]",2
5038,cat,"[-133 -153 -154 ..., -142 -143 -137]",2
5039,cat,"[-56 -92 -86 ...,   8   5  -6]",2
5040,cat,"[  78  162  134 ..., -342 -514 -463]",2
5041,cat,"[-24 -35 -20 ...,  56  62  85]",2
5042,cat,"[-16 -15 -23 ..., -28 -19 -19]",2
5043,cat,"[  2  -1 -12 ..., -10  -7 -13]",2
5044,cat,"[ 2 -2 -5 ..., -7 -6 -6]",2
5045,cat,"[ 1  5  5 ..., -2  2 10]",2
5046,cat,"[ 0  0  1 ...,  0  0 -1]",2
5047,cat,"[-6169 -6315 -6373 ..., -6550 -6402 -6366]",2
5048,cat,"[-7208 -7295 -7301 ..., -7343 -7285 -7240]",2
5049,cat,"[-6534 -6512 -6424 ..., -6548 -6630 -6526]",2
5050,cat,"[-7369 -7370 -7358 ..., -7460 -7405 -7425]",2
5051,cat,"[-15 -19 -17 ...,  -9  -4 -18]",2
5052,cat,"[-2 -9 -5 ...,  4 10  4]",2
5053,cat,"[ 5 -2 -6 ...,  9 30 32]",2
5054,cat,"[ 3 -1  0 ..., -3 10 13]",2
5055,cat,"[ 87  59 108 ...,  74 -50  37]",2
5056,cat,"[ 46  57  63 ..., -32 -26 -37]",2
5057,cat,"[122 294 358 ...,  -4  50 135]",2
5058,cat,"[-272 -377 -332 ...,  476  464  319]",2
5059,cat,"[ 56  33 -63 ..., 535 592 609]",2
5060,cat,"[29 65 65 ..., 89 88 56]",2
5061,cat,"[ -92 -135 -123 ...,   90  112  119]",2
5062,cat,"[-17 -20 -17 ...,  21  19  19]",2
5063,cat,"[10 10  8 ..., 25 10 11]",2
5064,cat,"[ 1 -1  1 ...,  4  5  4]",2
5065,cat,"[-2 -4 -4 ...,  1  3  6]",2
5066,cat,"[0 3 2 ..., 4 5 3]",2
5067,cat,"[6 5 8 ..., 4 7 9]",2
5068,cat,"[  4  11   9 ..., -27 -24 -15]",2
5069,cat,"[-3273 -5389 -7921 ..., -4895 -4923 -4887]",2
5070,cat,"[  -72   -54   -40 ..., -1042 -1000 -1041]",2
5071,cat,"[-1  0  1 ...,  2  2  4]",2
5072,cat,"[  9  27  22 ..., -45 -36 -18]",2
5073,cat,"[ -7 -21 -15 ...,  21  32  41]",2
5074,cat,"[ 0  0 -2 ...,  1  0 -1]",2
5075,cat,"[  9  14  -8 ..., -26 -24 -29]",2
5076,cat,"[ 17  16  19 ...,  -2 -14 -55]",2
5077,cat,"[-4  6  9 ...,  2 -4 14]",2
5078,cat,"[   0    0    0 ..., -126 -124   26]",2
5079,cat,"[ -66 -125 -164 ..., -157 -155 -151]",2
5080,cat,"[  3  12   8 ..., -29 -18 -11]",2
5081,cat,"[0 0 1 ..., 7 4 5]",2
5082,cat,"[ -48  -80 -128 ..., -160 -139  -60]",2
5083,cat,"[ -45  -45  -47 ...,  -88 -103  -93]",2
5084,cat,"[ 4  9  9 ...,  2  8 10]",2
5085,cat,"[6 9 5 ..., 1 6 1]",2
5086,cat,"[14 17 20 ..., 17 18 18]",2
5087,cat,"[3 4 6 ..., 2 3 5]",2
5088,cat,"[ 48  51  60 ..., 169 124 121]",2
5089,cat,"[ -75 -112 -131 ...,  -87  -94 -106]",2
5090,cat,"[  65   99   92 ..., -157 -132 -110]",2
5091,cat,"[21 21 12 ..., 33 25 25]",2
5092,cat,"[14 26 31 ..., 14 27  9]",2
5093,cat,"[-18 -34 -37 ..., -36 -22 -35]",2
5094,cat,"[  9 103 146 ...,  10  -3  88]",2
5095,cat,"[-124 -145 -157 ...,  206  185  201]",2
5096,cat,"[ 531  582  607 ..., -405 -434 -502]",2
5097,cat,"[  5  29  50 ..., -24 -29 -29]",2
5098,cat,"[-1634 -1816 -1914 ..., -1950 -1952 -1955]",2
5099,cat,"[-2035 -2180 -2288 ..., -2001 -1929 -1981]",2
5100,cat,"[-563 -631 -610 ..., -672 -601 -630]",2
5101,cat,"[-443 -794 -740 ..., -329 -271 -344]",2
5102,cat,"[ 113  149  143 ..., -726 -729 -638]",2
5103,cat,"[ 22 687 928 ..., 807 408 -75]",2
5104,cat,"[ 440  607  175 ..., -409 -497 -623]",2
5105,cat,"[ 6  9 11 ..., 10 12  9]",2
5106,cat,"[ 6 18 27 ...,  4 13 18]",2
5107,cat,"[   9 -159  112 ...,  -49   54   16]",2
5108,cat,"[ -7  -8 -10 ...,  -8  -2   4]",2
5109,cat,"[ 58  65  67 ..., 200 244 174]",2
5110,cat,"[  51   64   69 ...,  -80  -91 -154]",2
5111,cat,"[-57 -63 -76 ...,  25  -4 -91]",2
5112,cat,"[  -2 -102 -188 ..., -558 -704 -431]",2
5113,cat,"[ 346  588  491 ..., -228 -255 -161]",2
5114,cat,"[   9 -110 -110 ...,   -9   65  139]",2
5115,cat,"[-29 -37 -34 ...,  34  34  41]",2
5116,cat,"[ 59  61  58 ..., 123 103  85]",2
5117,cat,"[-592 -609 -618 ..., -613 -605 -591]",2
5118,cat,"[ 22  31  28 ..., -69 -66 -98]",2
5119,cat,"[28 18 27 ..., 68 70 62]",2
5120,cat,"[-125 -239 -288 ...,  275  331  299]",2
5121,cat,"[ 1 10 -5 ..., -1  5 10]",2
5122,cat,"[  -2  -39  -84 ..., -105 -135 -101]",2
5123,cat,"[ -6  -2   1 ...,  -7  -9 -11]",2
5124,cat,"[  8 -16 -33 ...,  13  31  32]",2
5125,cat,"[ -47  -76 -107 ..., -138 -149 -141]",2
5126,cat,"[-101  -79   93 ...,  -95  -30  -13]",2
5127,cat,"[ -11 -115  -55 ..., -106  -59 -137]",2
5128,cat,"[ -2   5   6 ..., -10  -9  -9]",2
5129,cat,"[ 0  0  0 ...,  0 -2 -3]",2
5130,cat,"[ -6  -9 -11 ..., -14 -15 -12]",2
5131,cat,"[-11 -14 -16 ..., -19 -20 -19]",2
5132,cat,"[ 1  0 -1 ..., 12 11 10]",2
5133,cat,"[  1   2  -2 ..., 426 447 107]",2
5134,cat,"[ 14   8   3 ...,  27   9 -20]",2
5135,cat,"[1313 1343 1312 ..., 1312 1313 1341]",2
5136,cat,"[ 1024  1802  2736 ...,  -724  -596 -1045]",2
5137,cat,"[-1686 -2395 -2063 ...,  1398   977   664]",2
5138,cat,"[-1076 -2134 -2334 ...,  2446  2961  2660]",2
5139,cat,"[  955  1196  2580 ..., -1558 -1278 -1921]",2
5140,cat,"[-15  -9  29 ..., -11 -31 -29]",2
5141,cat,"[   2    2    5 ..., -138 -146 -124]",2
5142,cat,"[ 218  524  681 ..., -320 -382 -544]",2
5143,cat,"[ -806 -1345 -1156 ...,  -414  -308   -70]",2
5144,cat,"[-176 -202 -275 ...,  177  176  179]",2
5145,cat,"[  55   76   92 ...,   50 -186  -41]",2
5146,cat,"[23 37 43 ..., 96 90 57]",2
5147,cat,"[-70 -67 -70 ...,  41 -93 106]",2
5148,cat,"[-277 -287 -279 ...,  693  658  469]",2
5149,cat,"[-2 -5 -9 ..., 11 12 11]",2
5150,cat,"[ -6 -19  -7 ..., -30   2  13]",2
5151,cat,"[ 10   0 -14 ...,  45  41  33]",2
5152,cat,"[ 90 122 134 ..., -64 -95 -91]",2
5153,cat,"[ -7 -52 -53 ..., -14  20  38]",2
5154,cat,"[  0  24  17 ..., -10  13  26]",2
5155,cat,"[ -25  -36  -35 ..., -352 -383 -326]",2
5156,cat,"[200 329 289 ...,  76  82  77]",2
5157,cat,"[-159 -164 -161 ..., -151 -146 -168]",2
5158,cat,"[ 39  58  64 ..., -73 -76 -72]",2
5159,cat,"[12 20 21 ..., 30 -6 16]",2
5160,cat,"[ 3  2 -3 ...,  4  5  7]",2
5161,cat,"[ 11  20  24 ..., -12 -13 -49]",2
5162,cat,"[107 122 108 ..., 182 113 223]",2
5163,cat,"[706 703 680 ..., 669 686 749]",2
5164,cat,"[-1 -6 -4 ..., 16 11  8]",2
5165,cat,"[1309 1315 1278 ..., 1285 1308 1315]",2
5166,cat,"[1254 1299 1296 ..., 1306 1262 1261]",2
5167,cat,"[ 132  137  144 ..., -107 -128 -148]",2
5168,cat,"[-137 -173   27 ..., -157 -131 -114]",2
5169,cat,"[531 551 532 ..., 591 564 558]",2
5170,cat,"[285 553 440 ..., 499 441 442]",2
5171,cat,"[-134 -286 -392 ..., -181 -146 -165]",2
5172,cat,"[-214 -279 -353 ..., -223 -335 -304]",2
5173,cat,"[16 43 72 ..., 53 76 66]",2
5174,cat,"[18 33 48 ..., 50 35 44]",2
5175,cat,"[  30   58   70 ..., -105  -84  -61]",2
5176,cat,"[-10 -17 -16 ...,   8  18  13]",2
5177,dog,"[ 20 -30  15 ..., 274 160 118]",3
5178,dog,"[12 27 25 ..., 22 25 25]",3
5179,dog,"[20 17 11 ..., 25 14 16]",3
5180,dog,"[-13 -20 -22 ...,  11   3  10]",3
5181,dog,"[253 260 201 ..., 305 292 339]",3
5182,dog,"[ -8  -5  -4 ..., -19   9  22]",3
5183,dog,"[-1 -1 -1 ...,  2  2  2]",3
5184,dog,"[-127 -215 -127 ...,  243  249  173]",3
5185,dog,"[  8 -16  -3 ...,  60  59  48]",3
5186,dog,"[1 1 2 ..., 0 2 5]",3
5187,dog,"[ 0  0  0 ..., -3 -4 -5]",3
5188,dog,"[ 0  0  1 ..., -2 -2 -3]",3
5189,dog,"[ 9 21 29 ..., 27 29 25]",3
5190,dog,"[-123 -111  -94 ...,  140  143  181]",3
5191,dog,"[ 26  62  -1 ..., 123  97  60]",3
5192,dog,"[ -4 -12  -2 ...,  -1  14  -3]",3
5193,dog,"[176 428 425 ...,  89 172 163]",3
5194,dog,"[15  7 -7 ..., 51 36 32]",3
5195,dog,"[-226 -664 -740 ...,  933  951  645]",3
5196,dog,"[272 484 454 ..., -86 -73 -36]",3
5197,dog,"[ -14  -57   30 ...,   77 -118 -121]",3
5198,dog,"[ 26  57  60 ..., -21 -19 -25]",3
5199,dog,"[  0  11  28 ..., -17  -8 -12]",3
5200,dog,"[-10 -13 -14 ..., -32 -70 -42]",3
5201,dog,"[ -1 -16 -18 ..., -23 -15 -12]",3
5202,dog,"[5379 9313 8475 ..., 6371 7707 4528]",3
5203,dog,"[-3242 -3842 -4453 ..., -4695 -4416 -4678]",3
5204,dog,"[ 2994  4553  4141 ..., -6220 -6976 -5900]",3
5205,dog,"[-16 -19 -19 ..., -50 -41 -32]",3
5206,dog,"[ 11  15  20 ..., -16 -17 -18]",3
5207,dog,"[1472 1475 1603 ..., 1487 1540 1538]",3
5208,dog,"[ -912 -1034  -889 ..., -1004 -1003 -1402]",3
5209,dog,"[175 102 207 ..., 391 324 300]",3
5210,dog,"[ 0  0  0 ..., -4  2  0]",3
5211,dog,"[-254 -354 -222 ..., -250 -346 -273]",3
5212,dog,"[  25  -47 -209 ..., -358 -331 -154]",3
5213,dog,"[224 226 160 ..., 356 324 266]",3
5214,dog,"[ 48  48  49 ..., 184 173 187]",3
5215,dog,"[41 38 24 ..., 72 59 54]",3
5216,dog,"[403 413 418 ..., 409 405 401]",3
5217,dog,"[ -5  -6  -2 ..., -15  -9  -8]",3
5218,dog,"[0 2 3 ..., 4 5 3]",3
5219,dog,"[  0   0   0 ..., -21 -11 -26]",3
5220,dog,"[-3 -2  1 ..., 11  0 20]",3
5221,dog,"[ -7 -21 -17 ..., -22  -1  -4]",3
5222,dog,"[ 0  1  0 ..., -1 -1  0]",3
5223,dog,"[ 0  0  0 ...,  0  0 -1]",3
5224,dog,"[176 182 188 ..., 174 181 187]",3
5225,dog,"[ -9 -13 -10 ..., -19 -19 -17]",3
5226,dog,"[ 0  0  0 ..., -1 -1  0]",3
5227,dog,"[  39  126  164 ...,  -41  -99 -101]",3
5228,dog,"[ -45   18  -72 ..., -134 -145 -176]",3
5229,dog,"[-64 -68 -76 ..., -82 -73 -72]",3
5230,dog,"[ 0  1  0 ..., -1 -1 -1]",3
5231,dog,"[ 11  12  13 ..., -15 -21 -21]",3
5232,dog,"[1308 1330 1353 ..., 1659 1518 1435]",3
5233,dog,"[1347 1379 1375 ..., 1371 1383 1407]",3
5234,dog,"[ -5 -13 -14 ...,  10   6   1]",3
5235,dog,"[  2 -10   4 ...,   7  10  14]",3
5236,dog,"[ -75 -115 -128 ...,  110  123  111]",3
5237,dog,"[10  8  3 ...,  0 21 32]",3
5238,dog,"[ 0  0  1 ...,  0  0 -1]",3
5239,dog,"[ 0  0 -1 ...,  0  0  1]",3
5240,dog,"[ 0 -1 -1 ...,  0  0  0]",3
5241,dog,"[ 1  1  0 ...,  0 -2 -4]",3
5242,dog,"[32 11 15 ..., 61 97 93]",3
5243,dog,"[ 4 13  2 ..., 10 10 12]",3
5244,dog,"[-6 -5 -1 ...,  0 -3  1]",3
5245,dog,"[ 877 1020 1139 ..., 1169 1100 1156]",3
5246,dog,"[ 894 1109 1136 ...,  451  885 1584]",3
5247,dog,"[ -372  -569  -797 ..., -1002  -293  -967]",3
5248,dog,"[115 313 392 ...,  45  91 147]",3
5249,dog,"[ -90 -111 -132 ...,  111  103  112]",3
5250,dog,"[ -5 -13 -48 ...,  14  -3  -7]",3
5251,dog,"[   9  -19  -33 ...,  -78 -108   15]",3
5252,dog,"[ -56 -185 -204 ..., -233 -364 -535]",3
5253,dog,"[ 3 42 67 ..., 59 60 46]",3
5254,dog,"[  7  40  27 ...,   9  -4 -11]",3
5255,dog,"[-59 -63 -63 ..., -60 -55 -60]",3
5256,dog,"[  0   0   0 ...,  22   4 -44]",3
5257,dog,"[  48  -46 -131 ...,  105  112  186]",3
5258,dog,"[71 55 20 ..., 97 84 70]",3
5259,dog,"[127 156 253 ..., 211 182 175]",3
5260,dog,"[   1 -101  -93 ...,  -76  -97 -102]",3
5261,dog,"[ -94 -109 -128 ...,  -94 -101 -120]",3
5262,dog,"[ 3  5  9 ..., -3 -3 -3]",3
5263,dog,"[-1 -2 -1 ...,  1 -1 -3]",3
5264,dog,"[-14 -13 -17 ..., -17 -21 -21]",3
5265,dog,"[ 14   4   0 ..., -15 -23 -19]",3
5266,dog,"[ 16  52  10 ...,  75  72 -12]",3
5267,dog,"[-278 -336 -326 ...,  331  338  297]",3
5268,dog,"[ -1  -1   2 ..., 101 140  99]",3
5269,dog,"[-12 -17 -10 ..., -20  -9  11]",3
5270,dog,"[ 45 133 173 ..., -88 -86 -88]",3
5271,dog,"[ 0  0  0 ..., -2 -1 -2]",3
5272,dog,"[-1 -5 -6 ..., -5 -5 -5]",3
5273,dog,"[ 5  9  1 ..., 22 28 38]",3
5274,dog,"[ 24  28  28 ..., -72 -59 -49]",3
5275,dog,"[-132 -163 -184 ...,  153  167  170]",3
5276,dog,"[ 1  1  4 ..., 11 15 17]",3
5277,dog,"[-100 -104 -107 ..., -184 -166 -163]",3
5278,dog,"[ -2  12  27 ..., -55 -36 -21]",3
5279,dog,"[0 2 0 ..., 4 6 7]",3
5280,dog,"[-4 -3  1 ..., -6 -8 -5]",3
5281,dog,"[ 27  41  35 ..., -33 -43 -42]",3
5282,dog,"[  2   3   3 ...,  -7 -13  -3]",3
5283,dog,"[ -9 -10 -11 ...,  13  14  15]",3
5284,dog,"[37 36 41 ..., 39 43 38]",3
5285,dog,"[-2 -2  0 ..., -3 -3  1]",3
5286,dog,"[ 0  0  0 ..., 62 69 82]",3
5287,dog,"[ 0  0 -1 ..., 29 43 51]",3
5288,dog,"[-1  0  0 ..., 10  8  8]",3
5289,dog,"[  49   65   73 ..., -102 -107  -95]",3
5290,dog,"[  89   98  132 ..., -231 -202 -173]",3
5291,dog,"[ -8 -24 -47 ..., -73 -65 -58]",3
5292,dog,"[ 55  43  12 ..., 232 148  86]",3
5293,dog,"[0 0 0 ..., 0 0 0]",3
5294,dog,"[  61  117  231 ..., -290 -256 -178]",3
5295,dog,"[-151 -148 -111 ...,  125  164  199]",3
5296,dog,"[-122 -140 -177 ..., -185 -201 -226]",3
5297,dog,"[ 0  0  0 ..., 56 54 52]",3
5298,dog,"[-330 -441 -431 ..., -377 -428 -393]",3
5299,dog,"[ 706 1156  997 ..., -149 -183 -269]",3
5300,dog,"[ 0 10 13 ...,  0  2  6]",3
5301,dog,"[ 1 -1 -9 ...,  7  7  6]",3
5302,dog,"[1 3 4 ..., 1 3 4]",3
5303,dog,"[-2 -1  0 ...,  0  2  9]",3
5304,dog,"[1146 1262 1204 ..., 1298 1172 1183]",3
5305,dog,"[   63     1    82 ..., -1094 -1058 -1026]",3
5306,dog,"[ 37  33  22 ..., -74 -72 -73]",3
5307,dog,"[0 0 0 ..., 0 0 1]",3
5308,dog,"[ 1  2  2 ..., -1  0  3]",3
5309,dog,"[149 109  61 ...,  -1 107 200]",3
5310,dog,"[-274 -551 -450 ...,  250  206  197]",3
5311,dog,"[ 174  535 -315 ..., -475   89 -278]",3
5312,dog,"[   78 -1314  2001 ...,   331   281   320]",3
5313,dog,"[55 67 62 ..., 65 51 55]",3
5314,dog,"[  63 -452  848 ..., -218 -212  -28]",3
5315,dog,"[ 20 -78 111 ..., 143 173 156]",3
5316,dog,"[   5 -114 -234 ...,  -90  -66 -121]",3
5317,dog,"[ 138  174  209 ..., -153   69  205]",3
5318,dog,"[0 0 0 ..., 0 1 0]",3
5319,dog,"[0 0 0 ..., 0 0 1]",3
5320,dog,"[-20  38  14 ..., -44 -82 -58]",3
5321,dog,"[-2 -3 -5 ..., -3 -3 -3]",3
5322,dog,"[ 278  465  370 ..., -116 -141 -117]",3
5323,dog,"[ -347   -72    94 ..., -3992 -3866 -4341]",3
5324,dog,"[ 333  558  494 ..., 1865 2096 1862]",3
5325,dog,"[-121 -211 -230 ...,   19    0  -23]",3
5326,dog,"[  -1  -11  -19 ...,  -88  -90 -143]",3
5327,dog,"[ 0 -2 -4 ...,  0  2  4]",3
5328,dog,"[-1 -9 -3 ...,  8  5  4]",3
5329,dog,"[ 28  47  59 ..., -32 -31 -36]",3
5330,dog,"[ 10  15   6 ..., -33  -5  21]",3
5331,dog,"[-3 -4 19 ..., 15 16 22]",3
5332,dog,"[ 110   53 -135 ...,   13  -34  -10]",3
5333,dog,"[ -16  -14   25 ..., -113 -145 -162]",3
5334,dog,"[   57    -5   -35 ..., -1707 -1682 -1562]",3
5335,dog,"[-23 -28 -30 ...,  55  55  48]",3
5336,dog,"[ -8 -14 -13 ...,  17  16  13]",3
5337,dog,"[ 1717  1882  2013 ..., -3610 -3097 -2494]",3
5338,dog,"[115 134 155 ..., 530 409 304]",3
5339,dog,"[-12 -14 -13 ...,  32  28  21]",3
5340,dog,"[ -2  -7  -6 ..., -10 -13 -11]",3
5341,dog,"[ 10  16  18 ..., -21 -17 -19]",3
5342,dog,"[-25 -28 -29 ..., -34 -32 -32]",3
5343,dog,"[-111 -168 -146 ..., -142 -129 -134]",3
5344,dog,"[ -27  -53  -52 ..., -165 -123 -126]",3
5345,dog,"[ 219  455  651 ..., -140 -234   16]",3
5346,dog,"[-1 -5 -5 ..., -3 -1 -2]",3
5347,dog,"[  0  -6 -16 ...,  57   2 -26]",3
5348,dog,"[ 14  10  -2 ..., -36  29  52]",3
5349,dog,"[ 19  17  16 ..., -21 -23 -19]",3
5350,dog,"[ -82  -99 -150 ...,  437  350  293]",3
5351,dog,"[-21 -15 -23 ..., -42 -30 -17]",3
5352,dog,"[ 0 15 47 ..., 65 39 54]",3
5353,dog,"[ 1  1  0 ...,  0 -1 -3]",3
5354,dog,"[-1 -1 -2 ...,  3  2  2]",3
5355,dog,"[-196 -405 -440 ...,  -42 -135 -211]",3
5356,dog,"[ -57  -51  -38 ..., -100  -91 -123]",3
5357,dog,"[ 11  20 -13 ..., -22 -19 -15]",3
5358,dog,"[-13 -20 -26 ..., -13 -10 -11]",3
5359,dog,"[  8  10  10 ..., -13 -17 -18]",3
5360,dog,"[ 0 -2 -2 ..., -7 -1  5]",3
5361,dog,"[-46 -48 -44 ..., -66 -67 -64]",3
5362,dog,"[ 58  83  57 ..., 194 189 105]",3
5363,dog,"[  59   77   81 ...,  -99 -100  -95]",3
5364,dog,"[ -50  -81  -74 ..., -116 -101  -69]",3
5365,dog,"[ 1  4  1 ...,  9 10  7]",3
5366,dog,"[127 149 176 ..., 172 160 152]",3
5367,dog,"[  99  106  123 ..., -285 -250 -192]",3
5368,dog,"[ -42 -160 -146 ...,  -70 -165  -80]",3
5369,dog,"[ 557  529  538 ..., -677 -610 -629]",3
5370,dog,"[150 339 370 ..., 329 257 309]",3
5371,dog,"[210 215 343 ..., 170 200 196]",3
5372,dog,"[-196 -196 -197 ..., -201 -204 -203]",3
5373,dog,"[22 35 32 ..., 12 18 38]",3
5374,dog,"[-2  7  2 ..., -5 -2 -3]",3
5375,dog,"[  9   8  34 ..., -21 -18 -10]",3
5376,dog,"[ 45 383 648 ..., 103  81  64]",3
5377,dog,"[-116 -127 -127 ..., -115 -116 -124]",3
5378,dog,"[ -2   8   8 ..., -29 -14  -9]",3
5379,dog,"[ -5  19  71 ...,  -1 -23 -75]",3
5380,dog,"[-304 -697 -762 ...,  692  927  784]",3
5381,dog,"[ 122  501  579 ...,  -50 -341 -537]",3
5382,dog,"[-63 -80 -99 ...,  48  64  79]",3
5383,dog,"[ 83 127 240 ..., 177  94 116]",3
5384,dog,"[ 14  20  45 ..., -41 -59 -50]",3
5385,dog,"[ -983 -1512 -1403 ..., -1163 -1189 -1149]",3
5386,dog,"[-3459 -5165 -6581 ..., -5395 -5307 -5207]",3
5387,dog,"[ 1  3  2 ...,  9 16 16]",3
5388,dog,"[ -1  -7 -13 ...,  -2   6   6]",3
5389,dog,"[-173 -191 -181 ..., -199 -198 -183]",3
5390,dog,"[ 188  197  219 ..., -202 -209 -216]",3
5391,dog,"[ 2  2 -3 ..., -4 -4  2]",3
5392,dog,"[  -9  -19  -48 ..., -117 -104  -71]",3
5393,dog,"[-24 -31 -38 ...,  28  25  19]",3
5394,dog,"[-1 -1 -1 ...,  0  2  2]",3
